tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,display_text_range,jpg_url,p3_dog,dog_class,breed,conf
827653905312006145,2017-02-03 23:04:02+00:00,Twitter for iPhone,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,https://twitter.com/dog_rates/status/827653905312006145/photo/1,12.0,10.0,Boots,3053,15662,"[0, 123]",https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,True,,collie,0.285555
827600520311402496,2017-02-03 19:31:54+00:00,Twitter for iPhone,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,https://twitter.com/dog_rates/status/827600520311402496/photo/1,13.0,10.0,Tucker,955,7522,"[0, 139]",https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,True,,pembroke,0.32563800000000004
827324948884643840,2017-02-03 01:16:53+00:00,Twitter for iPhone,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",https://twitter.com/dog_rates/status/827324948884643840/photo/1,12.0,10.0,Ralphie,3098,16036,"[0, 127]",https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,True,,golden retriever,0.352486
827199976799354881,2017-02-02 17:00:17+00:00,Twitter for iPhone,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,"https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1",13.0,10.0,Charlie,2252,10694,"[0, 129]",https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,True,,great dane,0.8696809999999999
826958653328592898,2017-02-02 01:01:21+00:00,Twitter for iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,12.0,10.0,Loki,5081,21832,"[0, 73]",https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,False,doggo,golden retriever,0.6173890000000001
826848821049180160,2017-02-01 17:44:55+00:00,Twitter for iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13.0,10.0,Cupid,10305,36794,"[0, 136]",https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,True,doggo,great pyrenees,0.858764
826598365270007810,2017-02-01 01:09:42+00:00,Twitter for iPhone,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,"https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1",13.0,10.0,Pawnd,2377,10167,"[0, 75]",https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg,False,,french bulldog,0.628119
826476773533745153,2017-01-31 17:06:32+00:00,Twitter for iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12.0,10.0,Pilot,4250,18636,"[0, 132]",https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,True,doggo,german shepherd,0.7418600000000001
826240494070030336,2017-01-31 01:27:39+00:00,Twitter for iPhone,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,https://twitter.com/dog_rates/status/826240494070030336/photo/1,11.0,10.0,,2643,13454,"[0, 114]",https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,True,,french bulldog,0.903048
826204788643753985,2017-01-30 23:05:46+00:00,Twitter for iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",13.0,10.0,,937,4933,"[0, 116]",https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,True,doggo,labrador retriever,0.782058
826115272272650244,2017-01-30 17:10:04+00:00,Twitter for iPhone,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,https://twitter.com/dog_rates/status/826115272272650244/photo/1,13.0,10.0,Ike,3179,15844,"[0, 75]",https://pbs.twimg.com/media/C3bzVILWcAUjS5i.jpg,True,,golden retriever,0.00233085
825829644528148480,2017-01-29 22:15:05+00:00,Twitter for iPhone,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,"https://twitter.com/dog_rates/status/825829644528148480/photo/1,https://twitter.com/dog_rates/status/825829644528148480/photo/1",12.0,10.0,Toby,2522,12883,"[0, 115]",https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,True,,great pyrenees,0.8534069999999999
825535076884762624,2017-01-29 02:44:34+00:00,Twitter for iPhone,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,https://twitter.com/dog_rates/status/825535076884762624/photo/1,14.0,10.0,,17762,57479,"[0, 118]",https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,True,puppo,rottweiler,0.681495
825147591692263424,2017-01-28 01:04:51+00:00,Twitter for iPhone,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,https://twitter.com/dog_rates/status/825147591692263424/photo/1,13.0,10.0,Sweet,4602,18538,"[0, 110]",https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,True,,pekinese,0.354823
825026590719483904,2017-01-27 17:04:02+00:00,Twitter for iPhone,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc","https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12.0,10.0,Pablo,1281,6387,"[0, 140]",https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,True,puppo,eskimo dog,0.524454
824775126675836928,2017-01-27 00:24:48+00:00,Twitter for iPhone,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,"https://twitter.com/dog_rates/status/824775126675836928/photo/1,https://twitter.com/dog_rates/status/824775126675836928/photo/1",12.0,10.0,Scooter,3573,15134,"[0, 132]",https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,True,,border terrier,0.610499
824663926340194305,2017-01-26 17:02:56+00:00,Twitter for iPhone,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,https://twitter.com/dog_rates/status/824663926340194305/photo/1,13.0,10.0,Wilson,1769,10229,"[0, 103]",https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,True,,english setter,0.526488
824325613288833024,2017-01-25 18:38:36+00:00,Twitter for iPhone,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,https://twitter.com/dog_rates/status/824325613288833024/photo/1,13.0,10.0,,10668,11979,"[0, 55]",https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,True,pupper,pembroke,0.990793
823939628516474880,2017-01-24 17:04:50+00:00,Twitter for iPhone,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,https://twitter.com/dog_rates/status/823939628516474880/photo/1,12.0,10.0,Cash,2750,10763,"[0, 79]",https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,True,,schipperke,0.23407600000000006
823699002998870016,2017-01-24 01:08:40+00:00,Twitter for iPhone,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,https://twitter.com/dog_rates/status/823699002998870016/photo/1,12.0,10.0,Winston,2557,14175,"[0, 135]",https://pbs.twimg.com/media/C25d3nkXEAAFBUN.jpg,True,,cairn,0.203999
823581115634085888,2017-01-23 17:20:14+00:00,Twitter for iPhone,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,https://twitter.com/dog_rates/status/823581115634085888/photo/1,11.0,10.0,Crawford,2666,13211,"[0, 106]",https://pbs.twimg.com/media/C23ypm6VQAAO31l.jpg,True,,german shepherd,0.194044
823322678127919110,2017-01-23 00:13:17+00:00,Twitter for iPhone,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,"https://twitter.com/dog_rates/status/823322678127919110/photo/1,https://twitter.com/dog_rates/status/823322678127919110/photo/1",11.0,10.0,Wyatt,4093,15951,"[0, 106]",https://pbs.twimg.com/media/C20HmaKWgAQ6-6X.jpg,True,,chihuahua,0.00183635
822975315408461824,2017-01-22 01:12:59+00:00,Twitter for iPhone,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,https://twitter.com/dog_rates/status/822975315408461824/photo/1,12.0,10.0,Albus,3509,17541,"[0, 118]",https://pbs.twimg.com/media/C2vLrpvWIAA3LM3.jpg,True,,pembroke,0.233162
822872901745569793,2017-01-21 18:26:02+00:00,Twitter for iPhone,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,https://twitter.com/dog_rates/status/822872901745569793/photo/1,13.0,10.0,,43988,133405,"[0, 87]",https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,True,puppo,lakeland terrier,0.196015
822859134160621569,2017-01-21 17:31:20+00:00,Twitter for iPhone,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,https://twitter.com/dog_rates/status/822859134160621569/photo/1,12.0,10.0,Hobbes,2322,13475,"[0, 122]",https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,True,,malinois,0.332897
822610361945911296,2017-01-21 01:02:48+00:00,Twitter for iPhone,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,https://twitter.com/dog_rates/status/822610361945911296/photo/1,12.0,10.0,,3009,15032,"[0, 123]",https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,True,,cocker spaniel,0.6644869999999999
822489057087389700,2017-01-20 17:00:46+00:00,Twitter for iPhone,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,"https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1",13.0,10.0,Paisley,6516,18420,"[0, 94]",https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,True,,samoyed,0.416769
822462944365645825,2017-01-20 15:17:01+00:00,Twitter for iPhone,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO","https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14.0,10.0,Gabe,14579,28481,"[0, 136]",https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,True,pupper,pomeranian,0.960199
822244816520155136,2017-01-20 00:50:15+00:00,Twitter for iPhone,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,https://twitter.com/dog_rates/status/822244816520155136/photo/1,11.0,10.0,,10051,35468,"[0, 95]",https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,False,,samoyed,0.585441
821886076407029760,2017-01-19 01:04:45+00:00,Twitter for iPhone,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,https://twitter.com/dog_rates/status/821886076407029760/photo/1,13.0,10.0,Jimison,2352,11492,"[0, 53]",https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,True,,golden retriever,0.26623800000000003
821765923262631936,2017-01-18 17:07:18+00:00,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13.0,10.0,Duchess,1685,8546,"[0, 82]",https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,True,doggo,golden retriever,0.980071
821522889702862852,2017-01-18 01:01:34+00:00,Twitter for iPhone,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,https://twitter.com/dog_rates/status/821522889702862852/photo/1,13.0,10.0,Harlso,1797,8159,"[0, 117]",https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,True,,doberman,0.7635390000000001
821407182352777218,2017-01-17 17:21:47+00:00,Twitter for iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,14.0,10.0,Sundance,4425,11966,"[0, 114]",https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,True,doggo,irish setter,0.5054960000000001
821149554670182400,2017-01-17 00:18:04+00:00,Twitter for iPhone,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,https://twitter.com/dog_rates/status/821149554670182400/video/1,12.0,10.0,Luca,2028,8784,"[0, 62]",https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,True,,german shepherd,0.515933
821107785811234820,2017-01-16 21:32:06+00:00,Twitter for iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://twitter.com/dog_rates/status/821107785811234820/photo/1,11.0,10.0,,2173,9744,"[0, 130]",https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,True,doggo,pomeranian,0.85659
821044531881721856,2017-01-16 17:20:45+00:00,Twitter for iPhone,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,https://twitter.com/dog_rates/status/821044531881721856/photo/1,12.0,10.0,Flash,2323,12850,"[0, 125]",https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,True,,old english sheepdog,0.14802
820749716845686786,2017-01-15 21:49:15+00:00,Twitter for iPhone,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,"https://twitter.com/dog_rates/status/820749716845686786/photo/1,https://twitter.com/dog_rates/status/820749716845686786/photo/1",13.0,10.0,Sunny,10076,32064,"[0, 108]",https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg,True,,golden retriever,0.8380120000000001
820690176645140481,2017-01-15 17:52:40+00:00,Twitter for iPhone,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,"https://twitter.com/dog_rates/status/820690176645140481/photo/1,https://twitter.com/dog_rates/status/820690176645140481/photo/1,https://twitter.com/dog_rates/status/820690176645140481/photo/1",84.0,70.0,,3289,12402,"[0, 75]",https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg,True,,west highland white terrier,0.872064
820314633777061888,2017-01-14 17:00:24+00:00,Twitter for iPhone,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE","https://www.loveyourmelon.com/pages/ourstory,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1",14.0,10.0,,573,3398,"[0, 138]",https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,True,,gordon setter,0.940724
819952236453363712,2017-01-13 17:00:21+00:00,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb","https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13.0,10.0,Oliver,1201,5414,"[0, 139]",https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,True,puppo,american staffordshire terrier,0.925505
819711362133872643,2017-01-13 01:03:12+00:00,Twitter for iPhone,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,"https://twitter.com/dog_rates/status/819711362133872643/photo/1,https://twitter.com/dog_rates/status/819711362133872643/photo/1",11.0,10.0,Howie,3171,13609,"[0, 54]",https://pbs.twimg.com/media/C2AzHjQWQAApuhf.jpg,True,,toy poodle,0.0220094
819588359383371776,2017-01-12 16:54:26+00:00,Twitter for iPhone,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,https://twitter.com/dog_rates/status/819588359383371776/photo/1,13.0,10.0,Jazzy,2028,9800,"[0, 111]",https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,True,,cardigan,0.5479350000000001
819347104292290561,2017-01-12 00:55:47+00:00,Twitter for iPhone,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,"https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1",12.0,10.0,Anna,1230,7336,"[0, 121]",https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,True,,rottweiler,0.909106
819227688460238848,2017-01-11 17:01:16+00:00,Twitter for iPhone,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,https://twitter.com/dog_rates/status/819227688460238848/photo/1,12.0,10.0,Finn,6856,23455,"[0, 103]",https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,True,,border terrier,0.4824520000000001
819004803107983360,2017-01-11 02:15:36+00:00,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",14.0,10.0,Bo,37548,88300,"[0, 83]",https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,True,doggo,standard poodle,0.351308
818627210458333184,2017-01-10 01:15:10+00:00,Twitter for iPhone,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,https://twitter.com/dog_rates/status/818627210458333184/photo/1,13.0,10.0,Wafer,7683,22787,"[0, 70]",https://pbs.twimg.com/media/C1xZGkzWIAA8vh4.jpg,False,,labrador retriever,0.384188
818614493328580609,2017-01-10 00:24:38+00:00,Twitter for iPhone,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,"https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1,https://twitter.com/dog_rates/status/818614493328580609/photo/1",12.0,10.0,Bear,2614,10015,"[0, 99]",https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,True,,chihuahua,0.450722
818536468981415936,2017-01-09 19:14:36+00:00,Twitter for iPhone,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,https://twitter.com/dog_rates/status/818536468981415936/photo/1,11.0,10.0,Tom,2516,11085,"[0, 127]",https://pbs.twimg.com/media/C1wGkYoVQAAuC_O.jpg,False,,welsh springer spaniel,6.229489999999999e-05
818259473185828864,2017-01-09 00:53:55+00:00,Twitter for iPhone,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,https://twitter.com/dog_rates/status/818259473185828864/photo/1,12.0,10.0,Florence,2318,11223,"[0, 96]",https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,True,,miniature schnauzer,0.367368
818145370475810820,2017-01-08 17:20:31+00:00,Twitter for iPhone,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,"https://twitter.com/dog_rates/status/818145370475810820/photo/1,https://twitter.com/dog_rates/status/818145370475810820/photo/1,https://twitter.com/dog_rates/status/818145370475810820/photo/1",11.0,10.0,Autumn,2618,12509,"[0, 82]",https://pbs.twimg.com/media/C1qi26rW8AMaj9K.jpg,True,,golden retriever,0.621931
817827839487737858,2017-01-07 20:18:46+00:00,Twitter for iPhone,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,https://twitter.com/dog_rates/status/817827839487737858/video/1,13.0,10.0,Buddy,27596,52605,"[0, 116]",https://pbs.twimg.com/ext_tw_video_thumb/817827663108771841/pu/img/e9oi839RGWJR37jF.jpg,True,,cocker spaniel,0.387608
817777686764523521,2017-01-07 16:59:28+00:00,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://twitter.com/dog_rates/status/817777686764523521/video/1,13.0,10.0,Dido,2745,10931,"[0, 140]",https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,True,doggopupper,curly-coated retriever,0.733256
817536400337801217,2017-01-07 01:00:41+00:00,Twitter for iPhone,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu","https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1,https://twitter.com/dog_rates/status/817536400337801217/photo/1",12.0,10.0,Eugene,3028,11969,"[0, 143]",https://pbs.twimg.com/media/C1h4_MEXUAARxQF.jpg,True,,pug,0.971358
817423860136083457,2017-01-06 17:33:29+00:00,Twitter for iPhone,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,https://twitter.com/dog_rates/status/817423860136083457/video/1,13.0,10.0,Ken,15041,34493,"[0, 56]",https://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,True,,samoyed,0.201358
817415592588222464,2017-01-06 17:00:38+00:00,Twitter for iPhone,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2","https://www.gofundme.com/help-strudel-walk-again?rcid=ec2be8b6f825461f8ee0fd5dcdf43fea,https://twitter.com/dog_rates/status/817415592588222464/photo/1",11.0,10.0,Strudel,972,5708,"[0, 140]",https://pbs.twimg.com/media/C1gLJVpWgAApI3r.jpg,True,,doberman,0.806163
817171292965273600,2017-01-06 00:49:53+00:00,Twitter for iPhone,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,https://twitter.com/dog_rates/status/817171292965273600/photo/1,13.0,10.0,Tebow,2065,8926,"[0, 103]",https://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,True,,golden retriever,0.295483
817120970343411712,2017-01-05 21:29:55+00:00,Twitter for iPhone,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,https://twitter.com/dog_rates/status/817120970343411712/photo/1,13.0,10.0,,2655,12432,"[0, 54]",https://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,True,,saluki,0.568809
817056546584727552,2017-01-05 17:13:55+00:00,Twitter for iPhone,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,https://twitter.com/dog_rates/status/817056546584727552/photo/1,11.0,10.0,Chloe,1679,8745,"[0, 107]",https://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,True,,kelpie,0.8644149999999999
816816676327063552,2017-01-05 01:20:46+00:00,Twitter for iPhone,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,https://twitter.com/dog_rates/status/816816676327063552/photo/1,12.0,10.0,Timber,2079,10209,"[0, 91]",https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,True,,malamute,0.668164
816697700272001025,2017-01-04 17:27:59+00:00,Twitter for iPhone,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,"https://twitter.com/dog_rates/status/816697700272001025/photo/1,https://twitter.com/dog_rates/status/816697700272001025/photo/1",12.0,10.0,Binky,2239,9984,"[0, 99]",https://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,True,,chihuahua,0.756992
816336735214911488,2017-01-03 17:33:39+00:00,Twitter for iPhone,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,https://twitter.com/dog_rates/status/816336735214911488/photo/1,11.0,10.0,Dudley,1985,8768,"[0, 86]",https://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,True,,labrador retriever,0.91933
816091915477250048,2017-01-03 01:20:49+00:00,Twitter for iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,"https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1,https://twitter.com/dog_rates/status/816091915477250048/photo/1",12.0,10.0,Comet,2187,9091,"[0, 91]",https://pbs.twimg.com/media/C1NXQ6NXUAEAxIQ.jpg,True,,pomeranian,0.967345
